รหัสพรรณไม้,ชื่อพรรณไม้,ชื่อวิทยาศาสตร์,ชื่อวงศ์,ลักษณะวิสัย,ลักษณะเด่นของพืช,บริเวณที่พบ
7-31170-001-061/12,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-061/13,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-061/14,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 9 สระน้ำข้างศาลาธรรม
7-31170-001-061/15,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 9 สระน้ำข้างศาลาธรรม
7-31170-001-061/16,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 9 สระน้ำข้างศาลาธรรม
7-31170-001-061/17,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/18,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/19,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/20,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/21,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/22,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/23,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/24,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/25,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-061/26,สนวน กระพี้ (ลำปาง) กระพี้โพรง (ราชบุรี) สนวน (กลาง) ไฮปันชั้น (ลำปาง),Dalbergia nigrescens Kurz,LEGUMINOSAE-PAPILIONOIDEAE,ไม้ต้น,ดอกสีขาว ดอกแบบถั่ว ออกเป็นช่อ แบบช่อแยกแขนงที่ซอกใบ ใกล้ปลายกิ่งผลเป็นฝักแห้งแบน รูปขอบขนาน ปลายและ โคนมน แห้งดำไม่แตก,พื้นที่ศึกษาที่ 12 แปลงเกษตร
