รหัสพรรณไม้,ชื่อพรรณไม้,ชื่อวิทยาศาสตร์,ชื่อวงศ์,ลักษณะวิสัย,ลักษณะเด่นของพืช,บริเวณที่พบ
7-31170-001-020/26,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/27,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/28,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/29,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/30,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/31,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/32,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/33,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/34,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-020/35,ปาล์มน้ำมัน,Elaeis guineensis Jacq.,PALMAE (ARECACEAE),ปาล์ม,ก้านใบมีหนามแหลมคม,พื้นที่ศึกษาที่ 11 สวนกาญจนาภิเษก
7-31170-001-021,ฝิ่นต้น (กรุงเทพฯ) มะหุ่งแดง (ภาคเหนือ),Jatropha multifida L.,EUPHORBIACEAE,ไม้พุ่ม,ผลสีแดงออกที่ปลายกิ่ง,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-022,พะยอม กะยอม (เชียงใหม่) ขะยอม (ลาว) ขะยอมแดง พะยอมดง (ภาคเหนือ) แคน (เลย) เขียง เชี่ยง (กะเหรี่ยง-เชียงใหม่) พะยอมทอง (สุราฎร์ธานี) ยางหยวก (น่าน),Shorea roxburghii G.Don,DIPTEROCARPACEAE,ไม้ต้น,ดอกมีกลิ่นหอม,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-023,พยุง,Dalbergia cochinchinensis Pierre,LEGUMINOSAE-PAPILIONOIDEAE (PAPILIONACEAE),ไม้ต้น,สีขาว กลิ่นหอมอ่อนๆทรงรูปดอกถั่ว ออกรวมกันเป็นช่อตามง่ามใบ และตามปลายกิ่ง,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-024/1,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-024/2,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 7 หลังอาคาร 3
7-31170-001-024/3,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-024/4,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-024/5,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-024/6,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-024/7,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-024/8,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 9 สระน้ำข้างศาลาธรรม
7-31170-001-024/9,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 14 บ้านพักครูทิศตะวันตก
7-31170-001-024/10,ปีบ,Millingtonia hortensis L.f.,BIGNONIACEAE,ไม้ต้น,ดอกมีลักษณะเหมือนแตรมีสีขาว มีกลิ่นหอม,พื้นที่ศึกษาที่ 14 บ้านพักครูทิศตะวันตก
7-31170-001-025/1,เฟิร์นใบมะขาม,Nephrolepis sp.,NEPHROLEPIDACEAE,เฟิร์น,มีสปอใต้ใบ,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-025/2,เฟิร์นใบมะขาม,Nephrolepis sp.,NEPHROLEPIDACEAE,เฟิร์น,มีสปอใต้ใบ,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-025/3,เฟิร์นใบมะขาม,Nephrolepis sp.,NEPHROLEPIDACEAE,เฟิร์น,มีสปอใต้ใบ,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-025/4,เฟิร์นใบมะขาม,Nephrolepis sp.,NEPHROLEPIDACEAE,เฟิร์น,มีสปอใต้ใบ,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-026/1,สาบเสือ,Chromolaena odoratum (L.) R.M.King & H.Rob.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ใบมีกลิ่นฉุน,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-026/2,สาบเสือ,Chromolaena odoratum (L.) R.M.King & H.Rob.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ใบมีกลิ่นฉุน,พื้นที่ศึกษาที่ 12 แปลงเกษตร
7-31170-001-026/3,สาบเสือ,Chromolaena odoratum (L.) R.M.King & H.Rob.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ใบมีกลิ่นฉุน,พื้นที่ศึกษาที่ 14 บ้านพักครูทิศตะวันตก
7-31170-001-026/4,สาบเสือ,Chromolaena odoratum (L.) R.M.King & H.Rob.,COMPOSITAE (ASTERACEAE),ไม้ล้มลุก,ใบมีกลิ่นฉุน,พื้นที่ศึกษาที่ 15 เตาเผาถ่าน
7-31170-001-027/1,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-027/2,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 1 ข้างอาคารสิ่งแวดล้อม ด้านทิศตะวันออก
7-31170-001-027/3,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-027/4,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-027/5,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-027/6,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/7,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/8,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/9,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/10,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/11,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/12,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/13,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/14,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/15,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 3 ทิศตะวันตกเฉียงเหนือ ข้างอาคารเกษตร
7-31170-001-027/16,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-027/17,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-027/18,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 5 พื้นที่หลังอาคาร 1
7-31170-001-027/19,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 7 หลังอาคาร 3
7-31170-001-027/20,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/21,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/22,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/23,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/24,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/25,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/26,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/27,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/28,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/29,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/30,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 8 บริเวณอาคาร 4
7-31170-001-027/31,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/32,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/33,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/34,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/35,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/36,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/37,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/38,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/39,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/40,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/41,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/42,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/43,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/44,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/45,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/46,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/47,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/48,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/49,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/50,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/51,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/52,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/53,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 10 หน้าอาคาร 3
7-31170-001-027/54,โมกบ้าน,Wrightia religiosa Benth. ex Kurz,APOCYNACEAE,ไม้พุ่ม,มียางสีขาวขุ่นที่ผล ใบ ลำต้น,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-028/1,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-028/2,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 2 ทิศเหนือศูนย์สิ่งแวดล้อม
7-31170-001-028/3,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 7 หลังอาคาร 3
7-31170-001-028/4,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/5,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/6,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/7,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/8,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/9,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/10,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 17 สนามฟุตบอล
7-31170-001-028/11,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 16 หอประชุม
7-31170-001-028/12,รางจืด กำลังช้างเผือก ขอบชะนาง เครือเขาเขียว ยาเขียว (ภาคกลาง) คาย รางเย็น (ยะลา) ดุเหว่า (ปัตตานี) ทิดพุด (นครศรีธรรมราช) น้ำนอง (สระบุรี) ย่ำแย้ แอดแอ (เพชรบูรณ์),Thunbergia laurifolia Lindl.,ACANTHACEAE,ไม้เลื้อย,ดอกสีม่วงคล้ายแตร,พื้นที่ศึกษาที่ 16 หอประชุม
